node_id,X_m,Y_m,Z_m,Temperature_C
385,0.0741419700000003,0.0077670069999999,0.0,558.08
386,0.0738763800000006,0.008271009,0.0,556.78
387,0.0743722900000003,0.008271009,0.0,558.84
388,0.0753941500000002,0.0072630049999999,0.0,563.77
389,0.0885672500000005,0.006328002,0.0,638.46
390,0.08834505,0.005777002,0.0,637.07
391,0.0880961400000002,0.006219,0.0,635.51
392,0.09494924,0.0080200139999999,0.0,699.91
393,0.09531402,0.0077270119999999,0.0,703.18
394,0.0948224,0.007549003,0.0,699.62
395,0.0497980099999999,0.0,0.0,754.89
396,0.0581979700000002,0.0072270039999999,0.0,556.45
397,0.0511741600000004,0.0011500119999999,0.0,754.98
398,0.0514712300000006,0.0013050139999999,0.0,754.92
399,0.0514712300000006,0.0009790069999999,0.0,754.9
400,0.0593180600000007,0.0077640119999999,0.0,552.29
401,0.0588431300000005,0.007743001,0.0,553.95
402,0.0589742600000003,0.0082480019999999,0.0,553.3
403,0.06355428,0.0072670129999999,0.0,542.72
404,0.0638442000000001,0.0067680029999999,0.0,542.33
405,0.0633521000000004,0.0067680029999999,0.0,542.91
406,0.0670070599999999,0.0072650019999999,0.0,541.55
407,0.0675001100000001,0.0072640029999999,0.0,541.86
408,0.0672893500000002,0.0067680029999999,0.0,541.64
409,0.0503273000000002,0.0067170119999999,0.0,606.78
410,0.0498800200000007,0.007109002,0.0,608.99
411,0.0503020200000002,0.007326007,0.0,604.88
412,0.0507082900000002,0.0007690049999999,0.0,755.01
413,0.0508370400000002,0.0004080089999999,0.0,754.91
414,0.0515961599999999,0.0072850139999999,0.0,595.87
415,0.0516400300000006,0.0078650119999999,0.0,593.78
416,0.0519742900000004,0.0075570049999999,0.0,592.34
417,0.0340080199999999,0.005200014,0.0,624.1
418,0.03424739,0.0047040139999999,0.0,625.26
419,0.0337510100000005,0.0047040139999999,0.0,623.9
420,0.0377201999999999,0.0047040139999999,0.0,638.85
421,0.03749132,0.005200014,0.0,637.2
422,0.0379891400000005,0.005200014,0.0,639.66
423,0.0503430300000005,0.0078950079999999,0.0,602.37
424,0.0507421400000005,0.0075370079999999,0.0,600.97
425,0.0124402000000003,0.003611014,0.0,703.5
426,0.01292896,0.0041260129999999,0.0,697.78
427,0.0129823600000005,0.0035890049999999,0.0,698.35
428,0.0144853500000002,0.0036750139999999,0.0,683.8
429,0.0148043600000003,0.00320001,0.0,681.21
430,0.0109291000000002,0.0081700089999999,0.0,695.45
431,0.0104050600000001,0.0084760039999999,0.0,694.5
432,0.0109419800000001,0.0086960049999999,0.0,693.5
433,0.0176711000000003,0.0042020089999999,0.0,658.21
434,0.0174660600000003,0.003697008,0.0,659.88
435,0.0163869800000001,0.0047050119999999,0.0,667.31
